#X     Z        log_Rho      Rho    
162.50 -48.32   2.29         193.00 
162.50 -49.83   2.30         198.00 
162.50 -51.34   2.30         200.00 
162.50 -52.85   2.30         200.00 
162.50 -54.36   2.30         200.00 
162.50 -55.87   2.30         200.00 
162.50 -57.38   2.30         200.00 
162.50 -58.89   2.30         200.00 
162.50 -60.40   2.30         200.00 
165.00 0.00     1.87         74.00  
165.00 -1.51    1.86         73.00  
165.00 -3.02    1.86         72.00  
165.00 -4.53    1.85         70.00  
165.00 -6.04    1.83         68.00  
165.00 -7.55    1.83         67.00  
165.00 -9.06    1.81         65.00  
165.00 -10.57   1.81         64.00  
165.00 -12.08   1.81         65.00  
165.00 -13.59   1.84         69.00  
165.00 -15.10   1.86         73.00  
165.00 -16.61   1.89         77.00  
165.00 -18.12   1.91         81.00  
165.00 -19.63   1.93         86.00  
165.00 -21.14   1.96         91.00  
165.00 -22.65   1.99         97.00  
165.00 -24.16   2.01         103.00 
165.00 -25.67   2.03         108.00 
165.00 -27.18   2.06         114.00 
165.00 -28.69   2.08         119.00 
165.00 -30.20   2.10         125.00 
165.00 -31.71   2.12         131.00 
165.00 -33.22   2.13         136.00 
165.00 -34.73   2.15         142.00 
165.00 -36.24   2.17         147.00 
165.00 -37.75   2.18         153.00 
165.00 -39.26   2.20         159.00 
165.00 -40.77   2.21         164.00 
165.00 -42.28   2.23         170.00 
165.00 -43.79   2.24         175.00 
165.00 -45.30   2.26         181.00 
165.00 -46.81   2.27         187.00 
165.00 -48.32   2.28         192.00 
165.00 -49.83   2.29         197.00 
165.00 -51.34   2.30         200.00 
165.00 -52.85   2.30         200.00 
165.00 -54.36   2.30         200.00 
165.00 -55.87   2.30         200.00 
165.00 -57.38   2.30         200.00 
165.00 -58.89   2.30         200.00 
165.00 -60.40   2.30         200.00 
167.50 0.00     1.87         74.00  
167.50 -1.51    1.86         73.00  
167.50 -3.02    1.86         72.00  
167.50 -4.53    1.85         70.00  
167.50 -6.04    1.83         68.00  
167.50 -7.55    1.83         67.00  
167.50 -9.06    1.81         65.00  
167.50 -10.57   1.81         64.00  
167.50 -12.08   1.81         64.00  
167.50 -13.59   1.83         68.00  
167.50 -15.10   1.86         72.00  
167.50 -16.61   1.89         77.00  
167.50 -18.12   1.91         81.00  
167.50 -19.63   1.93         85.00  
167.50 -21.14   1.95         90.00  
167.50 -22.65   1.98         96.00  
167.50 -24.16   2.01         102.00 
167.50 -25.67   2.03         108.00 
167.50 -27.18   2.06         114.00 
167.50 -28.69   2.08         119.00 
167.50 -30.20   2.10         125.00 
167.50 -31.71   2.12         131.00 
167.50 -33.22   2.13         136.00 
167.50 -34.73   2.15         142.00 
167.50 -36.24   2.17         147.00 
167.50 -37.75   2.18         153.00 
167.50 -39.26   2.20         159.00 
167.50 -40.77   2.21         164.00 
167.50 -42.28   2.23         170.00 
167.50 -43.79   2.24         175.00 
167.50 -45.30   2.26         180.00 
167.50 -46.81   2.27         186.00 
167.50 -48.32   2.28         191.00 
167.50 -49.83   2.29         197.00 
167.50 -51.34   2.30         200.00 
167.50 -52.85   2.30         200.00 
167.50 -54.36   2.30         200.00 
167.50 -55.87   2.30         200.00 
167.50 -57.38   2.30         200.00 
167.50 -58.89   2.30         200.00 
167.50 -60.40   2.30         200.00 
170.00 0.00     1.87         74.00  
170.00 -1.51    1.86         73.00  
170.00 -3.02    1.86         72.00  
170.00 -4.53    1.85         70.00  
170.00 -6.04    1.84         69.00  
170.00 -7.55    1.83         67.00  
170.00 -9.06    1.82         66.00  
170.00 -10.57   1.81         64.00  
170.00 -12.08   1.81         65.00  
170.00 -13.59   1.83         68.00  
170.00 -15.10   1.85         71.00  
170.00 -16.61   1.88         76.00  
170.00 -18.12   1.90         80.00  
170.00 -19.63   1.92         84.00  
170.00 -21.14   1.95         89.00  
170.00 -22.65   1.98         95.00  
170.00 -24.16   2.00         101.00 
170.00 -25.67   2.03         107.00 
170.00 -27.18   2.05         113.00 
170.00 -28.69   2.08         119.00 
170.00 -30.20   2.10         125.00 
170.00 -31.71   2.12         131.00 
170.00 -33.22   2.13         136.00 
170.00 -34.73   2.15         142.00 
170.00 -36.24   2.17         147.00 
170.00 -37.75   2.18         153.00 
170.00 -39.26   2.20         159.00 
170.00 -40.77   2.21         164.00 
170.00 -42.28   2.23         170.00 
170.00 -43.79   2.24         175.00 
170.00 -45.30   2.26         180.00 
170.00 -46.81   2.27         186.00 
170.00 -48.32   2.28         191.00 
170.00 -49.83   2.29         196.00 
170.00 -51.34   2.30         200.00 
170.00 -52.85   2.30         200.00 
170.00 -54.36   2.30         200.00 
170.00 -55.87   2.30         200.00 
170.00 -57.38   2.30         200.00 
170.00 -58.89   2.30         200.00 
170.00 -60.40   2.30         200.00 
172.50 0.00     1.87         74.00  
172.50 -1.51    1.87         74.00  
172.50 -3.02    1.86         72.00  
172.50 -4.53    1.85         71.00  
172.50 -6.04    1.84         69.00  
172.50 -7.55    1.83         68.00  
172.50 -9.06    1.82         66.00  
172.50 -10.57   1.81         65.00  
172.50 -12.08   1.81         65.00  
172.50 -13.59   1.83         68.00  
172.50 -15.10   1.85         71.00  
172.50 -16.61   1.88         75.00  
172.50 -18.12   1.90         79.00  
172.50 -19.63   1.92         83.00  
172.50 -21.14   1.94         88.00  
172.50 -22.65   1.97         94.00  
172.50 -24.16   2.00         100.00 
172.50 -25.67   2.03         106.00 
172.50 -27.18   2.05         112.00 
172.50 -28.69   2.08         119.00 
172.50 -30.20   2.10         125.00 
172.50 -31.71   2.12         131.00 
172.50 -33.22   2.13         136.00 
172.50 -34.73   2.15         142.00 
172.50 -36.24   2.17         147.00 
172.50 -37.75   2.18         153.00 
172.50 -39.26   2.20         159.00 
172.50 -40.77   2.21         164.00 
172.50 -42.28   2.23         170.00 
172.50 -43.79   2.24         175.00 
172.50 -45.30   2.26         180.00 
172.50 -46.81   2.27         186.00 
172.50 -48.32   2.28         191.00 
172.50 -49.83   2.29         197.00 
172.50 -51.34   2.30         200.00 
172.50 -52.85   2.30         200.00 
172.50 -54.36   2.30         200.00 
172.50 -55.87   2.30         200.00 
172.50 -57.38   2.30         200.00 
172.50 -58.89   2.30         200.00 
172.50 -60.40   2.30         200.00 
175.00 0.00     1.87         74.00  
175.00 -1.51    1.87         74.00  
175.00 -3.02    1.86         72.00  
175.00 -4.53    1.85         71.00  
175.00 -6.04    1.85         70.00  
175.00 -7.55    1.83         68.00  
175.00 -9.06    1.83         67.00  
175.00 -10.57   1.82         66.00  
175.00 -12.08   1.82         66.00  
175.00 -13.59   1.84         69.00  
175.00 -15.10   1.86         72.00  
175.00 -16.61   1.88         75.00  
175.00 -18.12   1.89         78.00  
175.00 -19.63   1.91         82.00  
175.00 -21.14   1.94         87.00  
175.00 -22.65   1.97         93.00  
175.00 -24.16   2.00         99.00  
175.00 -25.67   2.03         106.00 
175.00 -27.18   2.05         112.00 
175.00 -28.69   2.08         119.00 
175.00 -30.20   2.10         125.00 
175.00 -31.71   2.12         131.00 
175.00 -33.22   2.13         136.00 
175.00 -34.73   2.15         142.00 
175.00 -36.24   2.17         147.00 
175.00 -37.75   2.18         153.00 
175.00 -39.26   2.20         159.00 
175.00 -40.77   2.21         164.00 
175.00 -42.28   2.23         170.00 
175.00 -43.79   2.24         175.00 
175.00 -45.30   2.26         181.00 
175.00 -46.81   2.27         186.00 
175.00 -48.32   2.28         192.00 
175.00 -49.83   2.29         197.00 
175.00 -51.34   2.30         200.00 
175.00 -52.85   2.30         200.00 
175.00 -54.36   2.30         200.00 
175.00 -55.87   2.30         200.00 
175.00 -57.38   2.30         200.00 
175.00 -58.89   2.30         200.00 
175.00 -60.40   2.30         200.00 
177.50 0.00     1.87         74.00  
177.50 -1.51    1.87         74.00  
177.50 -3.02    1.86         72.00  
177.50 -4.53    1.85         71.00  
177.50 -6.04    1.85         70.00  
177.50 -7.55    1.83         68.00  
177.50 -9.06    1.83         67.00  
177.50 -10.57   1.82         66.00  
177.50 -12.08   1.82         66.00  
177.50 -13.59   1.84         69.00  
177.50 -15.10   1.86         72.00  
177.50 -16.61   1.88         75.00  
177.50 -18.12   1.89         78.00  
177.50 -19.63   1.91         82.00  
177.50 -21.14   1.94         87.00  
177.50 -22.65   1.97         93.00  
177.50 -24.16   2.00         99.00  
177.50 -25.67   2.03         106.00 
177.50 -27.18   2.05         112.00 
177.50 -28.69   2.08         119.00 
177.50 -30.20   2.10         125.00 
177.50 -31.71   2.12         131.00 
177.50 -33.22   2.13         136.00 
177.50 -34.73   2.15         142.00 
177.50 -36.24   2.17         147.00 
177.50 -37.75   2.18         153.00 
177.50 -39.26   2.20         159.00 
177.50 -40.77   2.21         164.00 
177.50 -42.28   2.23         170.00 
177.50 -43.79   2.25         176.00 
177.50 -45.30   2.26         182.00 
177.50 -46.81   2.27         187.00 
177.50 -48.32   2.29         193.00 
177.50 -49.83   2.30         198.00 
177.50 -51.34   2.30         200.00 
177.50 -52.85   2.30         200.00 
177.50 -54.36   2.30         200.00 
177.50 -55.87   2.30         200.00 
177.50 -57.38   2.30         200.00 
177.50 -58.89   2.30         200.00 
177.50 -60.40   2.30         200.00 
180.00 0.00     1.87         74.00  
180.00 -1.51    1.87         74.00  
180.00 -3.02    1.86         72.00  
180.00 -4.53    1.85         71.00  
180.00 -6.04    1.84         69.00  
180.00 -7.55    1.83         68.00  
180.00 -9.06    1.82         66.00  
180.00 -10.57   1.81         65.00  
180.00 -12.08   1.81         65.00  
180.00 -13.59   1.83         68.00  
180.00 -15.10   1.85         71.00  
180.00 -16.61   1.87         74.00  
180.00 -18.12   1.89         78.00  
180.00 -19.63   1.91         82.00  
180.00 -21.14   1.94         87.00  
180.00 -22.65   1.97         94.00  
180.00 -24.16   2.00         100.00 
180.00 -25.67   2.03         106.00 
180.00 -27.18   2.05         112.00 
180.00 -28.69   2.08         119.00 
180.00 -30.20   2.10         125.00 
180.00 -31.71   2.12         131.00 
180.00 -33.22   2.13         136.00 
180.00 -34.73   2.15         142.00 
180.00 -36.24   2.17         147.00 
180.00 -37.75   2.18         153.00 
180.00 -39.26   2.20         159.00 
180.00 -40.77   2.22         165.00 
180.00 -42.28   2.23         171.00 
180.00 -43.79   2.25         177.00 
180.00 -45.30   2.26         183.00 
180.00 -46.81   2.27         188.00 
180.00 -48.32   2.29         194.00 
180.00 -49.83   2.30         199.00 
180.00 -51.34   2.30         200.00 
180.00 -52.85   2.30         200.00 
180.00 -54.36   2.30         200.00 
180.00 -55.87   2.30         200.00 
180.00 -57.38   2.30         200.00 
180.00 -58.89   2.30         200.00 
180.00 -60.40   2.30         200.00 
182.50 0.00     1.87         74.00  
182.50 -1.51    1.86         73.00  
182.50 -3.02    1.86         72.00  
182.50 -4.53    1.85         70.00  
182.50 -6.04    1.84         69.00  
182.50 -7.55    1.83         67.00  
182.50 -9.06    1.82         66.00  
182.50 -10.57   1.81         64.00  
182.50 -12.08   1.81         64.00  
182.50 -13.59   1.83         67.00  
182.50 -15.10   1.85         71.00  
182.50 -16.61   1.88         75.00  
182.50 -18.12   1.90         79.00  
182.50 -19.63   1.92         83.00  
182.50 -21.14   1.95         89.00  
182.50 -22.65   1.98         95.00  
182.50 -24.16   2.00         101.00 
182.50 -25.67   2.03         107.00 
182.50 -27.18   2.05         113.00 
182.50 -28.69   2.08         119.00 
182.50 -30.20   2.10         125.00 
182.50 -31.71   2.12         131.00 
182.50 -33.22   2.13         136.00 
182.50 -34.73   2.15         142.00 
182.50 -36.24   2.17         147.00 
182.50 -37.75   2.18         153.00 
182.50 -39.26   2.20         159.00 
182.50 -40.77   2.22         165.00 
182.50 -42.28   2.23         171.00 
182.50 -43.79   2.25         177.00 
182.50 -45.30   2.26         183.00 
182.50 -46.81   2.28         189.00 
182.50 -48.32   2.29         195.00 
182.50 -49.83   2.30         199.00 
182.50 -51.34   2.30         200.00 
182.50 -52.85   2.30         200.00 
182.50 -54.36   2.30         200.00 
182.50 -55.87   2.30         200.00 
182.50 -57.38   2.30         200.00 
182.50 -58.89   2.30         200.00 
182.50 -60.40   2.30         200.00 
185.00 0.00     1.87         74.00  
185.00 -1.51    1.86         73.00  
185.00 -3.02    1.86         72.00  
185.00 -4.53    1.85         70.00  
185.00 -6.04    1.84         69.00  
185.00 -7.55    1.83         67.00  
185.00 -9.06    1.81         65.00  
185.00 -10.57   1.81         64.00  
185.00 -12.08   1.81         64.00  
185.00 -13.59   1.83         68.00  
185.00 -15.10   1.86         72.00  
185.00 -16.61   1.88         76.00  
185.00 -18.12   1.90         80.00  
185.00 -19.63   1.92         84.00  
185.00 -21.14   1.95         90.00  
185.00 -22.65   1.98         96.00  
185.00 -24.16   2.01         102.00 
185.00 -25.67   2.03         108.00 
185.00 -27.18   2.05         113.00 
185.00 -28.69   2.08         119.00 
185.00 -30.20   2.10         125.00 
185.00 -31.71   2.12         131.00 
185.00 -33.22   2.13         136.00 
185.00 -34.73   2.15         142.00 
185.00 -36.24   2.17         147.00 
185.00 -37.75   2.18         153.00 
185.00 -39.26   2.20         159.00 
185.00 -40.77   2.22         165.00 
185.00 -42.28   2.23         171.00 
185.00 -43.79   2.25         177.00 
185.00 -45.30   2.26         183.00 
185.00 -46.81   2.28         189.00 
185.00 -48.32   2.29         195.00 
185.00 -49.83   2.30         199.00 
185.00 -51.34   2.30         200.00 
185.00 -52.85   2.30         200.00 
185.00 -54.36   2.30         200.00 
185.00 -55.87   2.30         200.00 
185.00 -57.38   2.30         200.00 
185.00 -58.89   2.30         200.00 
185.00 -60.40   2.30         200.00 
187.50 0.00     1.87         74.00  
187.50 -1.51    1.86         73.00  
187.50 -3.02    1.86         72.00  
187.50 -4.53    1.85         70.00  
187.50 -6.04    1.84         69.00  
187.50 -7.55    1.83         67.00  
187.50 -9.06    1.81         65.00  
187.50 -10.57   1.81         64.00  
187.50 -12.08   1.81         64.00  
187.50 -13.59   1.83         68.00  
187.50 -15.10   1.86         73.00  
187.50 -16.61   1.89         77.00  
187.50 -18.12   1.91         81.00  
187.50 -19.63   1.93         86.00  
187.50 -21.14   1.96         91.00  
187.50 -22.65   1.99         97.00  
187.50 -24.16   2.01         102.00 
187.50 -25.67   2.03         108.00 
187.50 -27.18   2.06         114.00 
187.50 -28.69   2.08         119.00 
187.50 -30.20   2.10         125.00 
187.50 -31.71   2.12         131.00 
187.50 -33.22   2.13         136.00 
187.50 -34.73   2.15         142.00 
187.50 -36.24   2.17         147.00 
187.50 -37.75   2.18         153.00 
187.50 -39.26   2.20         159.00 
187.50 -40.77   2.22         165.00 
187.50 -42.28   2.23         171.00 
187.50 -43.79   2.25         177.00 
187.50 -45.30   2.26         183.00 
187.50 -46.81   2.28         189.00 
187.50 -48.32   2.29         195.00 
187.50 -49.83   2.30         199.00 
187.50 -51.34   2.30         200.00 
187.50 -52.85   2.30         200.00 
187.50 -54.36   2.30         200.00 
187.50 -55.87   2.30         200.00 
187.50 -57.38   2.30         200.00 
187.50 -58.89   2.30         200.00 
187.50 -60.40   2.30         200.00 
190.00 0.00     1.87         74.00  
190.00 -1.51    1.86         73.00  
190.00 -3.02    1.86         72.00  
190.00 -4.53    1.85         70.00  
190.00 -6.04    1.84         69.00  
190.00 -7.55    1.83         67.00  
190.00 -9.06    1.81         65.00  
190.00 -10.57   1.81         64.00  
190.00 -12.08   1.81         64.00  
190.00 -13.59   1.83         68.00  
190.00 -15.10   1.86         73.00  
190.00 -16.61   1.89         77.00  
190.00 -18.12   1.91         82.00  
190.00 -19.63   1.93         86.00  
190.00 -21.14   1.96         91.00  
190.00 -22.65   1.99         97.00  
190.00 -24.16   2.01         103.00 
190.00 -25.67   2.03         108.00 
190.00 -27.18   2.06         114.00 
190.00 -28.69   2.08         119.00 
190.00 -30.20   2.10         125.00 
